Wall time,Step,Value
1694918237.7206905,0,-284.1654357910156
1694918240.591087,1,-287.917236328125
1694918243.3288085,2,-179.9459991455078
1694918246.589931,3,-260.2019958496094
1694918249.2753227,4,-176.30731201171875
1694918251.8200297,5,-146.3978729248047
1694918254.615438,6,-199.63748168945312
1694918257.4547389,7,-148.3651885986328
1694918259.8109717,8,-112.11628723144531
1694918262.71598,9,-110.4061508178711
1694918265.1738226,10,-124.2474594116211
1694918268.0849311,11,-141.1722412109375
1694918271.0476422,12,-153.04168701171875
1694918275.6904485,13,-173.60255432128906
1694918278.5746195,14,-132.7972412109375
1694918281.4225,15,-135.83926391601562
1694918284.4444911,16,-196.3662872314453
1694918287.2170331,17,-152.99237060546875
1694918290.1492066,18,-166.60157775878906
1694918292.7880945,19,-85.80779266357422
1694918295.959365,20,-122.41799926757812
1694918299.5292892,21,-195.48370361328125
1694918303.1625102,22,-153.9180908203125
1694918307.1324763,23,-226.9023895263672
1694918311.2134497,24,-115.94105529785156
1694918314.8454533,25,-78.9944076538086
1694918319.1897328,26,-207.27615356445312
1694918322.288927,27,-46.150108337402344
1694918325.2895908,28,-63.8426513671875
1694918329.7518754,29,-235.36465454101562
1694918333.3077602,30,-69.13732147216797
1694918336.6935313,31,-94.59233856201172
1694918339.8186038,32,-41.22542190551758
1694918351.3322911,33,-216.4259796142578
1694918355.1077685,34,-69.24492645263672
1694918359.0442963,35,-131.8800811767578
1694918365.780854,36,-131.54336547851562
1694918369.4127946,37,-79.88146209716797
1694918375.7833822,38,-160.84088134765625
1694918379.5647748,39,-239.59640502929688
1694918384.577786,40,-176.51324462890625
1694918393.7074711,41,-218.27987670898438
1694918400.3067036,42,-112.7973861694336
1694918410.369346,43,-137.3988037109375
1694918413.7628627,44,-28.70191192626953
1694918419.963924,45,-251.394287109375
1694918425.18869,46,-165.49485778808594
1694918429.9069476,47,-71.77970123291016
1694918443.6104424,48,-247.36155700683594
1694918447.5011797,49,-46.87395477294922
1694918457.8752854,50,-268.5657958984375
1694918468.4545298,51,-213.26589965820312
1694918475.3188705,52,-174.33372497558594
1694918488.2832177,53,-51.74502944946289
1694918499.2525997,54,-108.79597473144531
1694918510.01211,55,-79.71891784667969
1694918517.9148421,56,-83.51557159423828
1694918531.8235784,57,-73.3131332397461
1694918544.1613765,58,-133.62789916992188
1694918555.131544,59,-161.3334197998047
1694918572.9736626,60,-71.7891845703125
1694918586.2837555,61,-136.23377990722656
1694918603.332423,62,-201.320556640625
1694918611.7394495,63,-216.19610595703125
1694918628.226385,64,-64.87799835205078
1694918646.092848,65,-53.3215217590332
1694918655.4710767,66,-41.583946228027344
1694918665.1243522,67,8.757505416870117
1694918680.6959271,68,25.8298282623291
1694918690.5452123,69,-16.217439651489258
1694918699.73113,70,-5.742907524108887
1694918710.3753536,71,-57.52073669433594
1694918727.4197135,72,-44.7276611328125
1694918739.291734,73,-91.912353515625
1694918747.884067,74,-10.840536117553711
1694918756.536659,75,-40.45165252685547
1694918772.2644677,76,-5.414771556854248
1694918782.284245,77,-11.172950744628906
1694918798.1010382,78,-51.6695671081543
1694918807.2810128,79,-59.91753387451172
1694918824.2360785,80,1.0662963390350342
1694918838.0326939,81,-36.15042495727539
1694918853.2247066,82,36.179046630859375
1694918861.710742,83,-8.15790843963623
1694918876.4894884,84,12.29741096496582
1694918892.3565414,85,49.667396545410156
1694918908.5010836,86,40.25743103027344
1694918919.110035,87,-26.632484436035156
1694918929.042903,88,-2.0468966960906982
1694918944.8670156,89,54.30440902709961
1694918961.2613182,90,46.525672912597656
1694918975.5038118,91,15.433238983154297
1694918991.7187803,92,60.40215301513672
1694919007.1166506,93,-79.87920379638672
1694919022.8687603,94,76.89314270019531
1694919039.0805423,95,84.06011199951172
1694919047.3985097,96,59.837860107421875
1694919057.3255997,97,-13.665761947631836
1694919072.415304,98,95.95703125
1694919077.961053,99,-75.53534698486328
1694919092.625158,100,-2.8719184398651123
1694919107.2449496,101,26.958099365234375
1694919115.9839268,102,19.705089569091797
1694919125.2329068,103,29.254192352294922
1694919140.89045,104,101.98719024658203
1694919155.8664484,105,-41.94754409790039
1694919171.368781,106,77.88782501220703
1694919186.5197318,107,74.66691589355469
1694919200.1970649,108,63.7896728515625
1694919208.1525156,109,30.940391540527344
1694919220.8854916,110,92.28465270996094
1694919228.1629703,111,29.475261688232422
1694919235.4370034,112,93.26738739013672
1694919243.5516555,113,28.03479766845703
1694919257.0574574,114,78.72389221191406
1694919271.1381273,115,46.5491943359375
1694919285.5863428,116,106.8775634765625
1694919293.0319073,117,70.34346008300781
1694919306.9785478,118,80.24946594238281
1694919320.7700713,119,127.90973663330078
1694919336.524267,120,66.16638946533203
1694919351.4327989,121,109.06705474853516
1694919360.0762556,122,23.634801864624023
1694919376.4184017,123,53.34872055053711
1694919386.1747687,124,39.679012298583984
1694919396.1310554,125,-2.794214963912964
1694919411.3495674,126,42.855987548828125
1694919425.7874475,127,98.47119903564453
1694919441.1238136,128,87.33135223388672
1694919456.089264,129,78.46868896484375
1694919470.5468552,130,65.81717681884766
1694919482.867216,131,111.02327728271484
1694919492.019136,132,53.79896926879883
1694919501.882206,133,13.206445693969727
1694919510.9445136,134,43.495628356933594
1694919525.1445196,135,97.94390106201172
1694919539.8282251,136,56.92818069458008
1694919553.9910796,137,103.14469909667969
1694919568.8137577,138,111.09765625
1694919582.6273413,139,119.9525146484375
1694919596.506198,140,92.1632308959961
1694919610.7975993,141,112.54435729980469
1694919624.5769784,142,55.93277359008789
1694919631.9080055,143,70.12125396728516
1694919644.2756135,144,106.71053314208984
1694919658.1612568,145,127.53858947753906
1694919673.8732572,146,60.99665069580078
1694919686.896003,147,112.27993774414062
1694919700.2037463,148,91.18465423583984
1694919715.801721,149,66.29925537109375
1694919730.79426,150,85.76274871826172
1694919748.104822,151,55.36138916015625
1694919763.203342,152,44.73516082763672
1694919774.7850966,153,-16.11867332458496
1694919790.094477,154,88.55463409423828
1694919804.9595747,155,41.32746505737305
1694919819.6372483,156,64.1591796875
1694919834.3372583,157,107.64183807373047
1694919848.6366673,158,73.08722686767578
1694919862.807844,159,124.55438995361328
1694919876.2830596,160,82.92491912841797
1694919884.6929722,161,63.244388580322266
1694919900.1025462,162,61.5999870300293
1694919914.499121,163,84.38623046875
1694919932.0142505,164,94.62936401367188
1694919945.697608,165,13.490472793579102
1694919961.0875041,166,1.5792423486709595
1694919976.0229988,167,21.429317474365234
1694919992.386387,168,25.20536994934082
