Wall time,Step,Value
1694985504.7055933,0,-76.1097412109375
1694985509.1619155,1,-104.9883041381836
1694985514.2167253,2,-103.32738494873047
1694985520.450954,3,-86.74356842041016
1694985526.7356808,4,-79.4256591796875
1694985531.7353132,5,-103.6906509399414
1694985538.1254854,6,-79.89456939697266
1694985544.8481503,7,-101.7030029296875
1694985551.3298697,8,-80.45464324951172
1694985557.585797,9,-65.6625747680664
1694985564.123358,10,-86.83335876464844
1694985570.398321,11,-76.20433807373047
1694985576.7286158,12,-89.69499206542969
1694985582.935099,13,-79.80667877197266
1694985589.2512317,14,-88.06321716308594
1694985595.4538975,15,-90.9189682006836
1694985600.5652373,16,-99.61209869384766
1694985606.7627594,17,-81.93839263916016
1694985612.9487448,18,-82.67570495605469
1694985619.1523707,19,-82.12669372558594
1694985625.3567495,20,-71.6886215209961
1694985631.7318928,21,-82.45367431640625
1694985638.0103633,22,-83.12522888183594
1694985644.9610903,23,-101.5340805053711
1694985651.633787,24,-94.05680084228516
1694985655.8136714,25,-101.33721923828125
1694985661.9634333,26,-71.60240936279297
1694985668.1167722,27,-63.93598175048828
1694985674.4566917,28,-78.1227798461914
1694985680.801548,29,-65.11175537109375
1694985688.7307878,30,-68.37310028076172
1694985695.960338,31,-62.102447509765625
1694985702.6487699,32,-87.29076385498047
1694985708.9985707,33,-84.27093505859375
1694985715.9277184,34,-79.7052993774414
1694985724.423972,35,-94.09971618652344
1694985732.3011873,36,-75.74578857421875
1694985740.0683272,37,-89.51332092285156
1694985747.219303,38,-57.982669830322266
1694985754.2995768,39,-64.19146728515625
1694985761.657588,40,-80.91249084472656
1694985768.3893843,41,-59.7181510925293
1694985774.9498641,42,-67.75436401367188
1694985781.1796286,43,-54.08782196044922
1694985787.477281,44,-74.15866088867188
1694985793.5978093,45,-52.29354476928711
1694985799.8885336,46,-67.82456970214844
1694985806.0263379,47,-59.3727912902832
1694985812.3452706,48,-72.32150268554688
1694985818.554702,49,-47.77737045288086
1694985825.0362384,50,-83.1828384399414
1694985831.228274,51,-51.823448181152344
1694985836.9282968,52,-93.81211853027344
1694985843.256584,53,-62.68757247924805
1694985849.3816957,54,-35.462860107421875
1694985855.5242891,55,-35.27786636352539
1694985861.6458278,56,-39.748016357421875
1694985867.770759,57,-27.61292839050293
1694985873.980639,58,-31.066387176513672
1694985880.058725,59,-32.91708755493164
1694985886.4772344,60,-66.316650390625
1694985892.5919447,61,-21.484142303466797
1694985899.113062,62,-69.28462219238281
1694985905.2800858,63,-12.658105850219727
1694985911.4330676,64,-6.741640090942383
1694985917.560031,65,2.68880558013916
1694985923.7191312,66,-9.152481079101562
1694985928.4067178,67,-60.91774368286133
1694985934.4756064,68,-10.091293334960938
1694985940.6573877,69,-41.26239013671875
1694985944.9095724,70,-102.15738677978516
1694985950.98172,71,-16.126955032348633
1694985967.680326,72,-69.89427185058594
1694985972.3015575,73,-52.14447784423828
1694985977.1903238,74,-60.65713119506836
1694985983.3142405,75,2.617041826248169
1694985988.3844244,76,-65.59181213378906
1694985994.511578,77,7.286707878112793
1694986000.684351,78,12.48422908782959
1694986006.781385,79,18.106136322021484
1694986012.886417,80,12.477470397949219
1694986018.9875166,81,18.7991886138916
1694986025.0884986,82,26.575464248657227
1694986031.1875827,83,25.36536979675293
1694986035.881348,84,-42.40528869628906
1694986042.4564695,85,-64.88541412353516
1694986049.2996078,86,-53.54188537597656
1694986055.4458075,87,33.47934341430664
1694986061.070081,88,-61.972042083740234
1694986065.299929,89,-67.0851821899414
1694986071.382604,90,24.599912643432617
1694986077.4542336,91,37.114524841308594
1694986083.6043835,92,29.03461456298828
1694986089.6980922,93,45.22388458251953
1694986096.1991477,94,-54.885040283203125
1694986100.8117387,95,-23.174020767211914
1694986106.9160817,96,31.450908660888672
1694986112.1474056,97,-8.972750663757324
1694986118.2432103,98,-8.161784172058105
1694986124.349854,99,56.61894226074219
1694986130.4415936,100,33.730987548828125
1694986136.535704,101,63.608890533447266
1694986142.6629674,102,14.302396774291992
1694986148.696963,103,44.242286682128906
1694986154.7677276,104,66.65177154541016
1694986161.1266122,105,-61.9027214050293
1694986167.257338,106,72.38188171386719
1694986174.1942754,107,21.2131404876709
1694986180.530755,108,18.996158599853516
1694986187.335565,109,-23.297100067138672
1694986193.5757194,110,76.18367004394531
1694986198.699264,111,2.668928861618042
1694986204.8308609,112,59.33146286010742
1694986210.9149554,113,78.21707153320312
1694986215.0829844,114,-39.42448425292969
1694986221.2055233,115,87.60662841796875
1694986227.6979048,116,19.534212112426758
1694986234.1364079,117,-18.08255958557129
1694986238.5915854,118,-4.42987060546875
1694986244.637268,119,101.93241119384766
1694986250.9137433,120,15.998095512390137
1694986256.5714307,121,39.09257125854492
